DELETE	NUMBER - Project	NUMBER - Originator	NUMBER - Volume OR System	NUMBER - Type	NUMBER - Discipline	NUMBER - Series	NUMBER - Level	NUMBER - Zone or Sequence	DRAWING TITLE - Title 1	DRAWING TITLE - Title 2 (Category)		DRAWING TITLE - Title 3	REVIT SHEET NUMBER	DRAWING NUMBER	DRAWING TITLE	OWNERSHIP	STUDIO RESPONSIBILITY	MODEL LOCATION	REVISION OFFSET	CURRENT ACONEX REVISION	TO BE ISSUED REVISION	SCALE	PRINT	TYPE	DISCIPLINE	PHASE	LEVEL	ORIGINATOR	SECTION	200303	200228	200221	200219	200214	200206	200203	200131	200124	200123	200122
	SFS	COX	01	DR	AR	26	L2	16	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 2 SECTOR 6	AR26L216	SFS-COX-01-DR-AR26L216	REFLECTED CEILING PLAN - LEVEL 2 SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	26	L2	17	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 2 SECTOR 7	AR26L217	SFS-COX-01-DR-AR26L217	REFLECTED CEILING PLAN - LEVEL 2 SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	26	L2	18	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 2 SECTOR 8	AR26L218	SFS-COX-01-DR-AR26L218	REFLECTED CEILING PLAN - LEVEL 2 SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	26	L2	19	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 2 SECTOR 9	AR26L219	SFS-COX-01-DR-AR26L219	REFLECTED CEILING PLAN - LEVEL 2 SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	26	L3	11	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 1	AR26L311	SFS-COX-01-DR-AR26L311	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	26	L3	20	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 10	AR26L320	SFS-COX-01-DR-AR26L320	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	20 - Building Sector 10					X						
	SFS	COX	01	DR	AR	26	L3	12	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 2	AR26L312	SFS-COX-01-DR-AR26L312	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 2		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	12 - Building Sector 2					X						
	SFS	COX	01	DR	AR	26	L3	13	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 3	AR26L313	SFS-COX-01-DR-AR26L313	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 3		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	13 - Building Sector 3					X						
	SFS	COX	01	DR	AR	26	L3	14	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 4	AR26L314	SFS-COX-01-DR-AR26L314	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 4		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	14 - Building Sector 4					X						
	SFS	COX	01	DR	AR	26	L3	15	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 5	AR26L315	SFS-COX-01-DR-AR26L315	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 5		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	15 - Building Sector 5					X						
	SFS	COX	01	DR	AR	26	L3	16	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 6	AR26L316	SFS-COX-01-DR-AR26L316	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	26	L3	17	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 7	AR26L317	SFS-COX-01-DR-AR26L317	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	26	L3	18	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 8	AR26L318	SFS-COX-01-DR-AR26L318	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	26	L3	19	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 3 SECTOR 9	AR26L319	SFS-COX-01-DR-AR26L319	REFLECTED CEILING PLAN - LEVEL 3 SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	26	L4	11	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 1	AR26L411	SFS-COX-01-DR-AR26L411	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	26	L4	20	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 10	AR26L420	SFS-COX-01-DR-AR26L420	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	20 - Building Sector 10					X						
	SFS	COX	01	DR	AR	26	L4	12	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 2	AR26L412	SFS-COX-01-DR-AR26L412	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 2		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	12 - Building Sector 2					X						
	SFS	COX	01	DR	AR	26	L4	13	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 3	AR26L413	SFS-COX-01-DR-AR26L413	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 3		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	13 - Building Sector 3					X						
	SFS	COX	01	DR	AR	26	L4	14	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 4	AR26L414	SFS-COX-01-DR-AR26L414	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 4		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	14 - Building Sector 4					X						
	SFS	COX	01	DR	AR	26	L4	15	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 5	AR26L415	SFS-COX-01-DR-AR26L415	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 5		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	15 - Building Sector 5					X						
	SFS	COX	01	DR	AR	26	L4	16	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 6	AR26L416	SFS-COX-01-DR-AR26L416	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	26	L4	17	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 7	AR26L417	SFS-COX-01-DR-AR26L417	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	26	L4	18	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 8	AR26L418	SFS-COX-01-DR-AR26L418	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	26	L4	19	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 4 SECTOR 9	AR26L419	SFS-COX-01-DR-AR26L419	REFLECTED CEILING PLAN - LEVEL 4 SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	26	L5	11	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 1	AR26L511	SFS-COX-01-DR-AR26L511	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	26	L5	20	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 10	AR26L520	SFS-COX-01-DR-AR26L520	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	20 - Building Sector 10					X						
	SFS	COX	01	DR	AR	26	L5	12	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 2	AR26L512	SFS-COX-01-DR-AR26L512	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 2		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	12 - Building Sector 2					X						
	SFS	COX	01	DR	AR	26	L5	13	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 3	AR26L513	SFS-COX-01-DR-AR26L513	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 3		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	13 - Building Sector 3					X						
	SFS	COX	01	DR	AR	26	L5	14	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 4	AR26L514	SFS-COX-01-DR-AR26L514	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 4		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	14 - Building Sector 4					X						
	SFS	COX	01	DR	AR	26	L5	15	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 5	AR26L515	SFS-COX-01-DR-AR26L515	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 5		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	15 - Building Sector 5					X						
	SFS	COX	01	DR	AR	26	L5	16	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 6	AR26L516	SFS-COX-01-DR-AR26L516	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	26	L5	17	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 7	AR26L517	SFS-COX-01-DR-AR26L517	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	26	L5	18	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 8	AR26L518	SFS-COX-01-DR-AR26L518	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	26	L5	19	ARCHITECTURAL SERVICES	REFLECTED CEILING PLAN		LEVEL 5 SECTOR 9	AR26L519	SFS-COX-01-DR-AR26L519	REFLECTED CEILING PLAN - LEVEL 5 SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	27	L0	11	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 1	AR27L011	SFS-COX-01-DR-AR27L011	WALL AND FLOOR FINISHES - BASEMENT SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	27	L0	20	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 10	AR27L020	SFS-COX-01-DR-AR27L020	WALL AND FLOOR FINISHES - BASEMENT SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	20 - Building Sector 10					X						
	SFS	COX	01	DR	AR	27	L0	24	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 14	AR27L024	SFS-COX-01-DR-AR27L024	WALL AND FLOOR FINISHES - BASEMENT SECTOR 14		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	24 - Building Sector 14					X						
	SFS	COX	01	DR	AR	27	L0	25	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 15	AR27L025	SFS-COX-01-DR-AR27L025	WALL AND FLOOR FINISHES - BASEMENT SECTOR 15		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	25 - Building Sector 15					X						
	SFS	COX	01	DR	AR	27	L0	12	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 2	AR27L012	SFS-COX-01-DR-AR27L012	WALL AND FLOOR FINISHES - BASEMENT SECTOR 2		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	12 - Building Sector 2					X						
	SFS	COX	01	DR	AR	27	L0	13	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 3	AR27L013	SFS-COX-01-DR-AR27L013	WALL AND FLOOR FINISHES - BASEMENT SECTOR 3		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	13 - Building Sector 3					X						
	SFS	COX	01	DR	AR	27	L0	14	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 4	AR27L014	SFS-COX-01-DR-AR27L014	WALL AND FLOOR FINISHES - BASEMENT SECTOR 4		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	14 - Building Sector 4					X						
	SFS	COX	01	DR	AR	27	L0	15	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 5	AR27L015	SFS-COX-01-DR-AR27L015	WALL AND FLOOR FINISHES - BASEMENT SECTOR 5		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	15 - Building Sector 5					X						
	SFS	COX	01	DR	AR	27	L0	16	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 6	AR27L016	SFS-COX-01-DR-AR27L016	WALL AND FLOOR FINISHES - BASEMENT SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	27	L0	17	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 7	AR27L017	SFS-COX-01-DR-AR27L017	WALL AND FLOOR FINISHES - BASEMENT SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	27	L0	18	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 8	AR27L018	SFS-COX-01-DR-AR27L018	WALL AND FLOOR FINISHES - BASEMENT SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	27	L0	19	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		BASEMENT SECTOR 9	AR27L019	SFS-COX-01-DR-AR27L019	WALL AND FLOOR FINISHES - BASEMENT SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	27	L1M	11	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 1	AR27L1M11	SFS-COX-01-DR-AR27L1M11	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	27	L1M	20	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 10	AR27L1M20	SFS-COX-01-DR-AR27L1M20	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	20 - Building Sector 10					X						
	SFS	COX	01	DR	AR	27	L1M	12	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 2	AR27L1M12	SFS-COX-01-DR-AR27L1M12	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 2		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	12 - Building Sector 2					X						
	SFS	COX	01	DR	AR	27	L1M	13	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 3	AR27L1M13	SFS-COX-01-DR-AR27L1M13	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 3		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	13 - Building Sector 3					X						
	SFS	COX	01	DR	AR	27	L1M	14	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 4	AR27L1M14	SFS-COX-01-DR-AR27L1M14	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 4		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	14 - Building Sector 4					X						
	SFS	COX	01	DR	AR	27	L1M	15	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 5	AR27L1M15	SFS-COX-01-DR-AR27L1M15	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 5		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	15 - Building Sector 5					X						
	SFS	COX	01	DR	AR	27	L1M	16	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 6	AR27L1M16	SFS-COX-01-DR-AR27L1M16	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	27	L1M	17	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 7	AR27L1M17	SFS-COX-01-DR-AR27L1M17	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	27	L1M	18	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 8	AR27L1M18	SFS-COX-01-DR-AR27L1M18	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	27	L1M	19	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE MEZZANINE SECTOR 9	AR27L1M19	SFS-COX-01-DR-AR27L1M19	WALL AND FLOOR FINISHES - CONCOURSE MEZZANINE SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	27	L1	11	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 1	AR27L111	SFS-COX-01-DR-AR27L111	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	27	L1	20	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 10	AR27L120	SFS-COX-01-DR-AR27L120	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	20 - Building Sector 10					X						
	SFS	COX	01	DR	AR	27	L1	12	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 2	AR27L112	SFS-COX-01-DR-AR27L112	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 2		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	12 - Building Sector 2					X						
	SFS	COX	01	DR	AR	27	L1	13	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 3	AR27L113	SFS-COX-01-DR-AR27L113	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 3		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	13 - Building Sector 3					X						
	SFS	COX	01	DR	AR	27	L1	14	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 4	AR27L114	SFS-COX-01-DR-AR27L114	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 4		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	14 - Building Sector 4					X						
	SFS	COX	01	DR	AR	27	L1	15	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 5	AR27L115	SFS-COX-01-DR-AR27L115	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 5		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	15 - Building Sector 5					X						
	SFS	COX	01	DR	AR	27	L1	16	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 6	AR27L116	SFS-COX-01-DR-AR27L116	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 6		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	16 - Building Sector 6					X						
	SFS	COX	01	DR	AR	27	L1	17	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 7	AR27L117	SFS-COX-01-DR-AR27L117	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 7		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	17 - Building Sector 7					X						
	SFS	COX	01	DR	AR	27	L1	18	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 8	AR27L118	SFS-COX-01-DR-AR27L118	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 8		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	18 - Building Sector 8					X						
	SFS	COX	01	DR	AR	27	L1	19	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		CONCOURSE SECTOR 9	AR27L119	SFS-COX-01-DR-AR27L119	WALL AND FLOOR FINISHES - CONCOURSE SECTOR 9		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	19 - Building Sector 9					X						
	SFS	COX	01	DR	AR	27	L2	11	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		LEVEL 2 SECTOR 1	AR27L211	SFS-COX-01-DR-AR27L211	WALL AND FLOOR FINISHES - LEVEL 2 SECTOR 1		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	11 - Building Sector 1					X						
	SFS	COX	01	DR	AR	27	L2	20	ARCHITECTURAL SERVICES	WALL AND FLOOR FINISHES		LEVEL 2 SECTOR 10	AR27L220	SFS-COX-01-DR-AR27L220	WALL AND FLOOR FINISHES - LEVEL 2 SECTOR 10		SYDNEY	ARCHITECTURE		1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	20 - Building Sector 10					X						
